Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Temperature,Humidity,MonthlyHours,TariffRate,ElectricityBill,Predicted_ElectricityBill
6,17,2,13,7,0,14.72,74.1,468,7.8,3650.4,27179602.0
8,19,1,11,1,0,14.27,77.0,490,8.3,4067.0,30002592.0
12,23,0,3,12,0,13.93,78.6,602,8.8,5297.6,35841900.0
21,23,3,12,12,0,13.5,81.2,568,7.8,4430.4,32854310.0
21,22,0,11,1,0,13.28,83.2,562,8.3,4664.6,34659180.0
11,22,1,13,12,0,13.19,84.0,500,9.3,4650.0,34995696.0
11,23,1,6,1,0,12.92,84.6,522,8.7,4541.4,33655000.0
20,23,2,4,1,0,12.72,85.4,546,8.8,4804.8,35697524.0
14,22,1,20,12,0,12.85,85.7,720,7.7,5544.0,35841900.0
6,20,0,8,7,0,12.96,85.8,366,8.4,3074.4,22932442.0
22,23,2,8,1,0,13.08,85.3,680,8.4,5712.0,35841900.0
13,22,1,9,12,0,13.13,85.4,446,9.2,4103.2,30734232.0
22,23,1,11,1,0,13.34,85.1,636,8.2,5215.2,35841900.0
16,22,2,17,1,0,13.43,83.9,646,8.7,5620.2,35841900.0
19,23,2,12,1,0,13.52,83.6,438,9.3,4073.4,30291204.0
14,22,1,14,1,0,13.39,82.7,631,8.5,5363.5,35841900.0
10,18,2,22,1,0,13.28,82.8,617,7.9,4874.3,35841900.0
15,22,3,6,1,0,13.11,83.3,452,8.3,3751.6,27676572.0
22,23,2,9,1,0,13.03,84.0,591,7.4,4373.4,32432678.0
9,22,2,7,7,0,12.99,85.2,641,7.9,5063.9,35841900.0
15,22,1,16,1,0,13.07,85.6,482,8.2,3952.4,29044120.0
21,23,0,22,1,0,12.88,85.8,642,8.5,5457.0,35841900.0
12,23,3,12,1,0,12.94,86.3,645,9.1,5869.5,35841900.0
21,22,2,12,1,0,12.8,86.1,543,8.7,4724.1,35147376.0
23,23,1,8,12,0,12.86,86.5,552,8.1,4471.2,33189946.0
6,18,0,20,7,0,12.96,86.4,355,8.2,2911.0,21742552.0
19,22,0,3,1,0,12.9,85.8,475,7.7,3657.5,26929566.0
20,22,1,20,12,0,13.05,85.3,589,9.3,5477.7,35841900.0
20,22,2,18,12,0,13.0,84.9,768,8.1,6220.8,35841900.0
13,22,2,14,1,0,13.13,84.8,409,9.2,3762.8,27951486.0
23,23,0,16,1,0,13.16,83.8,453,7.6,3442.8,25186184.0
16,23,0,12,1,0,13.15,83.2,360,8.9,3204.0,23789718.0
21,22,0,5,1,0,13.2,82.3,435,9.3,4045.5,30052814.0
19,23,3,10,1,0,13.32,81.8,716,8.9,6372.4,35841900.0
10,17,0,7,1,0,13.36,81.3,416,8.4,3494.4,25822998.0
16,22,1,14,1,0,13.28,81.0,454,9.3,4222.2,31434368.0
21,22,3,12,1,0,13.23,81.3,663,8.1,5370.3,35841900.0
8,18,3,11,1,0,13.2,81.9,355,7.9,2804.5,20858296.0
18,22,1,8,1,0,13.03,82.6,472,8.4,3964.8,29197550.0
8,20,0,4,1,0,12.99,83.5,242,7.8,1887.6,13090070.0
21,22,0,15,1,0,12.82,84.4,584,9.3,5431.2,35841900.0
20,23,3,7,1,0,12.76,85.3,611,9.3,5682.3,35841900.0
19,23,2,11,1,0,12.78,85.8,697,8.5,5924.5,35841900.0
21,23,3,4,12,0,12.69,86.1,544,8.2,4460.8,33076720.0
19,22,0,15,1,0,12.64,86.4,636,7.6,4833.6,35841900.0
6,23,1,11,1,0,12.67,86.5,469,8.1,3798.9,27938298.0
11,22,2,3,1,0,12.62,86.7,518,7.8,4040.4,29796636.0
17,23,3,3,1,0,12.61,86.9,356,8.4,2990.4,22285336.0
6,23,0,15,1,0,12.63,87.1,331,8.9,2945.9,22060548.0
17,23,2,19,1,0,12.64,87.1,603,8.9,5366.7,35841900.0
22,23,2,3,1,0,12.59,87.1,428,8.5,3638.0,26865060.0
7,20,0,19,7,0,12.54,87.3,616,7.7,4743.2,35456860.0
5,17,0,8,1,0,12.49,87.4,359,8.2,2943.8,21775226.0
7,19,3,3,1,0,12.45,87.7,454,8.4,3813.6,28297840.0
23,22,0,17,1,0,12.46,87.8,664,8.7,5776.8,35841900.0
8,22,0,5,1,0,12.23,88.0,341,7.9,2693.9,19825380.0
15,23,2,3,1,0,12.1,88.2,315,8.4,2646.0,19710086.0
22,22,2,12,1,0,12.01,88.3,478,9.2,4397.6,32725004.0
9,17,0,7,1,0,11.96,88.5,252,7.9,1990.8,13733692.0
18,23,0,13,12,0,11.63,88.7,749,9.2,6890.8,35841900.0
19,22,0,7,1,0,11.66,88.9,356,9.3,3310.8,24683366.0
16,22,3,6,12,0,11.71,88.9,491,7.6,3731.6,27771266.0
10,19,2,11,1,0,11.36,89.5,393,7.6,2986.8,22138732.0
14,23,2,15,1,0,11.6,89.6,521,8.9,4636.9,34446980.0
21,22,1,16,12,0,11.5,89.5,719,9.3,6686.7,35841900.0
15,22,0,11,1,0,10.72,89.5,498,7.9,3934.2,28934038.0
10,17,3,15,1,0,10.54,89.8,565,8.7,4915.5,35841900.0
18,22,3,20,1,0,10.68,90.9,678,8.1,5491.8,35841900.0
20,23,0,12,1,0,11.23,90.9,420,8.3,3486.0,25568470.0
9,23,3,15,1,0,11.38,90.5,544,9.1,4950.4,35841900.0
17,22,3,9,1,0,11.3,90.3,460,7.8,3588.0,26516208.0
6,19,0,7,7,0,11.01,90.3,207,8.5,1759.5,12704818.0
13,23,0,4,1,0,10.83,90.5,321,8.1,2600.1,19120214.0
19,22,2,5,12,0,10.58,90.6,635,8.4,5334.0,35841900.0
6,22,0,21,1,0,10.36,90.6,396,8.3,3286.8,24240560.0
9,19,2,21,1,0,10.21,91.0,641,7.6,4871.6,35841900.0
14,22,2,4,1,0,10.19,91.0,397,7.6,3017.2,22319214.0
17,22,0,11,12,0,10.13,91.0,544,8.2,4460.8,33152236.0
14,22,3,18,1,0,10.05,90.9,457,8.4,3838.8,28306398.0
17,22,0,18,1,0,9.84,91.1,652,9.2,5998.4,35841900.0
16,23,1,9,1,0,9.67,91.0,447,8.7,3888.9,28678378.0
8,21,1,18,1,0,9.52,91.1,534,8.4,4485.6,33174716.0
5,21,2,9,7,0,9.42,91.0,441,8.7,3836.7,28562538.0
8,21,1,17,7,0,9.29,91.0,624,8.3,5179.2,35841900.0
8,18,0,19,1,0,9.21,90.9,322,7.6,2447.2,17700942.0
10,19,3,22,1,0,9.1,91.0,635,8.1,5143.5,35841900.0
14,22,1,16,1,0,8.9,90.7,459,8.3,3809.7,28004334.0
14,22,2,9,12,0,8.82,90.8,717,7.6,5449.2,35841900.0
7,17,1,20,7,0,8.72,90.8,589,8.1,4770.9,35554480.0
6,23,0,16,1,0,8.71,90.7,604,8.5,5134.0,35841900.0
16,22,3,6,1,0,8.7,90.7,584,8.8,5139.2,35841900.0
10,18,2,13,1,0,8.63,90.6,495,8.1,4009.5,29608594.0
16,22,1,20,1,0,8.51,90.7,661,8.5,5618.5,35841900.0
14,23,1,10,1,0,8.41,90.6,480,8.8,4224.0,31282806.0
6,19,0,19,1,0,8.24,90.6,443,8.3,3676.9,27100614.0
23,22,0,3,1,0,8.26,90.7,337,8.7,2931.9,21820978.0
14,22,2,18,1,0,8.28,90.6,520,8.3,4316.0,31777972.0
21,22,2,6,1,0,8.24,90.4,610,9.3,5673.0,35841900.0
15,22,3,11,12,0,8.34,90.6,748,7.4,5535.2,35841900.0
12,23,1,17,12,0,8.41,90.2,732,8.8,6441.6,35841900.0
8,18,3,15,1,0,8.4,90.0,444,9.2,4084.8,30461022.0
6,20,1,18,7,0,8.44,90.1,540,8.9,4806.0,35793004.0
21,22,3,15,1,0,8.67,90.1,560,8.7,4872.0,35841900.0
8,17,2,20,1,0,8.66,89.9,573,8.7,4985.1,35841900.0
12,22,2,7,12,0,8.33,89.7,467,7.8,3642.6,27152858.0
11,22,0,20,1,0,8.5,90.4,461,8.9,4102.9,30318098.0
6,19,1,20,1,0,8.65,90.1,509,8.2,4173.8,30808212.0
6,23,1,10,1,0,8.62,89.7,318,7.4,2353.2,17023358.0
5,18,2,6,7,0,8.59,89.6,486,8.1,3936.6,29278362.0
15,22,3,10,12,0,8.57,89.5,777,9.3,7226.1,35841900.0
16,22,1,17,1,0,8.65,89.4,628,8.1,5086.8,35841900.0
6,19,0,22,1,0,8.63,88.9,448,8.7,3897.6,28759002.0
18,23,1,21,1,0,8.7,88.9,734,7.7,5651.8,35841900.0
21,23,3,11,12,0,8.69,88.8,800,8.4,6720.0,35841900.0
23,22,0,21,1,0,8.62,88.8,638,8.1,5167.8,35841900.0
14,23,3,15,1,0,8.52,89.0,492,7.6,3739.2,27547188.0
16,22,3,17,1,0,8.52,89.1,627,8.9,5580.3,35841900.0
18,22,1,10,1,0,8.48,89.1,507,8.1,4106.7,30254820.0
11,23,0,8,1,0,8.55,89.2,496,8.4,4166.4,30731562.0
20,22,2,20,1,0,8.71,89.1,535,7.7,4119.5,30338836.0
18,22,0,22,1,0,8.87,88.8,694,8.2,5690.8,35841900.0
7,20,1,18,1,0,8.84,88.1,382,7.6,2903.2,21477518.0
18,22,3,20,1,0,8.83,87.6,639,9.1,5814.9,35841900.0
14,22,2,19,1,0,8.85,87.4,468,8.2,3837.6,28242114.0
21,23,3,6,1,0,8.65,86.6,646,8.3,5361.8,35841900.0
8,19,3,11,1,0,8.47,86.3,347,8.5,2949.5,22099878.0
9,17,3,8,1,0,8.51,86.5,372,8.5,3162.0,23615178.0
12,23,2,5,1,0,8.66,86.5,565,8.4,4746.0,35225924.0
21,23,1,3,1,0,8.91,86.4,487,8.7,4236.9,31377794.0
16,22,3,22,1,0,9.06,85.8,536,7.6,4073.6,30009748.0
20,22,1,17,1,0,9.32,85.4,694,8.7,6037.8,35841900.0
11,22,1,8,1,0,9.68,85.0,450,8.1,3645.0,26898308.0
23,23,1,11,1,0,10.02,84.5,647,8.2,5305.4,35841900.0
6,18,1,21,7,0,10.4,83.8,439,7.6,3336.4,24799404.0
7,17,0,14,7,0,10.77,83.1,504,7.6,3830.4,28477734.0
22,23,2,4,1,0,11.1,82.3,588,7.9,4645.2,34491028.0
23,22,0,10,1,0,11.46,81.8,430,8.5,3655.0,26873138.0
19,22,2,7,1,0,11.85,80.7,616,8.8,5420.8,35841900.0
21,23,1,9,1,0,12.12,78.9,338,9.3,3143.4,23643186.0
6,19,1,22,1,0,12.5,77.0,567,7.8,4422.6,32763060.0
13,23,2,14,1,0,12.94,75.3,481,8.9,4280.9,31652764.0
14,23,1,17,1,0,13.29,74.6,470,8.9,4183.0,30922994.0
10,20,3,13,1,0,13.5,74.6,520,7.9,4108.0,30339910.0
21,22,1,13,1,0,13.8,74.3,408,8.1,3304.8,24318324.0
17,23,3,14,1,0,14.07,73.3,543,8.9,4832.7,35811710.0
11,23,1,12,1,0,14.44,72.6,518,7.7,3988.6,29370946.0
13,23,0,20,1,0,14.87,71.4,680,8.7,5916.0,35841900.0
19,22,1,9,1,0,15.43,68.88,393,8.1,3183.3,23454574.0
22,23,0,15,12,0,15.74,66.24,781,8.9,6950.9,35841900.0
11,23,0,16,1,0,15.75,63.47,491,8.1,3977.1,29210356.0
18,22,2,11,1,0,15.93,62.2,600,7.7,4620.0,34368050.0
8,18,1,18,1,0,16.45,60.17,482,8.2,3952.4,29163216.0
21,22,3,3,12,0,16.44,56.49,703,7.4,5202.2,35841900.0
23,22,2,6,1,0,16.65,55.86,490,8.8,4312.0,31924536.0
13,22,0,8,12,0,16.74,55.09,557,8.8,4901.6,35841900.0
6,20,3,4,1,0,16.9,55.16,491,7.6,3731.6,27690870.0
17,22,3,18,12,0,17.19,55.96,690,9.2,6348.0,35841900.0
19,23,2,4,1,0,17.32,56.16,571,8.2,4682.2,34750044.0
22,23,2,15,1,0,17.38,55.23,732,7.9,5782.8,35841900.0
9,22,0,17,1,0,17.51,54.69,413,7.9,3262.7,24006798.0
16,23,3,22,1,0,17.6,53.06,751,7.4,5557.4,35841900.0
14,22,0,15,1,0,18.06,53.19,611,7.6,4643.6,34664308.0
9,23,3,5,1,0,17.99,51.29,481,7.8,3751.8,27689996.0
9,19,3,3,1,0,17.65,51.62,262,8.9,2331.8,17442024.0
20,23,0,17,1,0,17.65,51.95,608,8.9,5411.2,35841900.0
11,23,2,15,1,0,17.18,53.46,619,7.4,4580.6,34168820.0
23,23,2,4,1,0,16.82,56.66,466,9.1,4240.6,31506252.0
6,17,3,11,1,0,16.39,58.23,476,9.3,4426.8,33109578.0
11,22,1,4,1,0,16.43,58.43,419,8.8,3687.2,27248840.0
15,22,3,8,12,0,16.64,55.73,623,9.3,5793.9,35841900.0
22,23,1,22,1,0,16.77,52.99,559,8.1,4527.9,33472826.0
21,22,3,18,12,0,16.7,51.69,638,9.1,5805.8,35841900.0
18,23,3,10,12,0,16.61,53.56,725,7.4,5365.0,35841900.0
8,19,2,18,1,0,16.24,55.86,531,9.3,4938.3,35841900.0
20,23,0,22,1,0,15.94,56.16,515,7.9,4068.5,29820480.0
14,22,0,8,12,0,15.91,56.39,423,8.2,3468.6,25800496.0
5,18,1,16,1,0,15.85,56.13,411,7.7,3164.7,23423100.0
18,23,2,7,12,0,15.84,56.43,649,9.1,5905.9,35841900.0
6,23,0,4,1,0,15.79,56.03,352,7.8,2745.6,20228290.0
21,22,0,16,1,0,15.81,51.42,606,8.8,5332.8,35841900.0
11,22,2,5,1,0,15.94,51.09,390,8.3,3237.0,23986384.0
15,22,1,9,1,0,15.94,53.36,515,7.6,3914.0,28877948.0
21,22,1,5,1,0,15.78,60.93,474,7.4,3507.6,25876560.0
12,23,2,13,12,0,15.33,63.17,612,7.8,4773.6,35668320.0
5,17,2,16,7,0,15.09,64.01,487,8.9,4334.3,32277098.0
9,21,2,4,1,0,15.01,65.44,442,7.6,3359.2,24893204.0
15,22,1,18,1,0,14.81,66.31,449,8.8,3951.2,29148542.0
19,22,2,19,1,0,14.56,67.25,755,8.7,6568.5,35841900.0
13,22,0,22,1,0,14.33,67.71,561,8.7,4880.7,35841900.0
12,23,2,3,12,0,14.3,67.81,672,8.9,5980.8,35841900.0
16,23,3,3,1,0,14.2,68.18,375,7.9,2962.5,21952540.0
22,23,2,11,12,0,14.18,68.51,791,8.3,6565.3,35841900.0
7,17,3,3,7,0,14.15,68.41,423,7.8,3299.4,24704172.0
18,23,2,15,1,0,14.15,68.11,511,9.2,4701.2,35170624.0
6,20,2,8,1,0,14.04,68.31,445,9.2,4094.0,30491410.0
17,23,2,11,1,0,13.85,68.71,485,8.2,3977.0,29265790.0
5,18,0,16,1,0,13.64,69.41,269,7.4,1990.6,13818172.0
12,23,1,9,1,0,13.88,69.05,441,9.2,4057.2,30105220.0
19,22,0,22,1,0,13.81,69.31,717,7.4,5305.8,35841900.0
12,22,2,5,1,0,13.68,70.2,534,9.2,4912.8,35841900.0
21,23,2,20,12,0,13.79,69.65,852,9.1,7753.2,35841900.0
11,23,2,16,1,0,13.65,70.7,644,7.7,4958.8,35841900.0
10,18,3,21,1,0,13.29,71.9,581,8.2,4764.2,35398340.0
8,23,1,11,1,0,13.02,72.5,528,8.8,4646.4,34547604.0
18,22,0,8,1,0,13.36,70.9,313,7.4,2316.2,16533088.0
22,22,3,14,12,0,13.35,68.78,741,9.1,6743.1,35841900.0
20,22,1,11,1,0,12.79,71.1,495,9.3,4603.5,34510976.0
19,22,2,21,1,0,12.55,72.5,673,8.8,5922.4,35841900.0
11,22,2,21,1,0,12.19,75.5,708,7.7,5451.6,35841900.0
5,23,1,22,1,0,11.82,76.8,475,8.1,3847.5,28285100.0
20,22,3,19,12,0,11.71,77.0,762,7.9,6019.8,35841900.0
16,22,3,6,1,0,11.72,76.6,404,9.3,3757.2,28061408.0
5,20,0,20,1,0,11.76,76.4,414,8.4,3477.6,25632728.0
5,19,0,19,1,0,11.65,76.5,305,8.9,2714.5,20395900.0
22,23,1,18,12,0,11.77,75.4,664,7.7,5112.8,35841900.0
18,23,2,17,12,0,11.89,74.1,670,9.3,6231.0,35841900.0
21,23,2,13,1,0,11.94,72.7,517,8.3,4291.1,31606818.0
21,22,0,20,1,0,11.79,73.0,602,8.7,5237.4,35841900.0
9,20,0,15,1,0,11.31,74.5,548,8.8,4822.4,35806000.0
9,21,3,13,1,0,11.06,75.5,488,8.2,4001.6,29519182.0
13,23,3,22,1,0,10.8,76.6,764,9.1,6952.4,35841900.0
19,22,1,17,1,0,10.62,77.1,622,7.6,4727.2,35338956.0
11,23,1,8,1,0,10.69,77.2,482,8.5,4097.0,30214910.0
15,22,1,20,12,0,10.71,76.6,521,8.5,4428.5,32879448.0
12,22,2,5,1,0,10.9,75.5,516,8.8,4540.8,33716540.0
17,23,3,21,1,0,11.29,74.1,798,7.8,6224.4,35841900.0
19,23,2,4,1,0,11.15,73.0,514,7.4,3803.6,28114204.0
14,23,0,19,1,0,10.89,73.9,622,8.2,5100.4,35841900.0
12,23,1,16,12,0,10.83,74.3,609,9.1,5541.9,35841900.0
13,22,0,14,1,0,10.97,74.0,411,9.3,3822.3,28382726.0
12,23,1,10,1,0,11.0,74.0,567,7.7,4365.9,32306696.0
19,23,1,11,1,0,10.86,73.2,484,7.9,3823.6,28099332.0
17,23,1,16,12,0,10.86,72.5,625,8.5,5312.5,35841900.0
14,22,3,6,1,0,10.7,72.4,564,8.7,4906.8,35841900.0
15,23,0,3,1,0,10.36,73.8,298,8.1,2413.8,17588094.0
23,23,1,5,1,0,10.19,74.4,399,7.9,3152.1,23195720.0
19,23,3,19,1,0,10.25,74.4,695,9.3,6463.5,35841900.0
13,23,1,13,1,0,10.3,73.8,402,7.7,3095.4,22837778.0
21,23,3,7,1,0,10.45,73.0,518,9.2,4765.6,35626764.0
22,23,2,18,12,0,10.43,73.4,858,7.7,6606.6,35841900.0
23,23,0,17,1,0,10.55,73.2,463,7.7,3565.1,26128838.0
18,22,1,13,12,0,10.69,72.7,596,8.8,5244.8,35841900.0
8,19,3,3,7,0,10.92,71.7,400,9.2,3680.0,27676742.0
10,17,3,12,1,0,10.9,71.6,421,8.3,3494.3,25978022.0
9,19,1,12,1,0,10.8,73.0,341,7.7,2625.7,19299324.0
8,17,0,14,1,0,11.02,72.6,371,8.5,3153.5,23332504.0
9,21,2,21,1,0,11.77,69.81,587,8.9,5224.3,35841900.0
17,22,1,3,1,0,11.76,67.54,404,9.1,3676.4,27275250.0
20,23,3,18,1,0,11.28,69.11,528,7.9,4171.2,30694478.0
9,19,3,18,1,0,10.91,70.1,365,9.3,3394.5,25538028.0
22,23,3,5,1,0,10.96,70.4,649,8.2,5321.8,35841900.0
21,23,1,22,1,0,11.07,70.4,729,7.6,5540.4,35841900.0
21,23,0,15,1,0,11.98,70.2,603,8.3,5004.9,35841900.0
5,17,2,16,1,0,12.96,62.87,372,8.3,3087.6,22982528.0
14,22,2,3,1,0,12.49,64.27,453,8.1,3669.3,27108182.0
22,22,0,7,1,0,13.01,63.84,390,9.1,3549.0,26309602.0
20,23,3,8,1,0,13.46,58.6,611,8.7,5315.7,35841900.0
17,23,0,13,12,0,13.31,59.83,643,8.2,5272.6,35841900.0
16,23,1,10,1,0,13.33,59.2,378,8.1,3061.8,22626324.0
19,22,1,22,1,0,12.41,63.94,628,9.1,5714.8,35841900.0
18,23,3,4,1,0,12.37,65.44,443,8.4,3721.2,27483120.0
22,23,1,13,1,0,11.98,65.51,566,8.7,4924.2,35841900.0
15,23,2,19,1,0,11.86,65.51,576,8.8,5068.8,35841900.0
8,19,0,21,1,0,11.76,65.94,508,7.9,4013.2,29573316.0
10,17,1,19,7,0,11.85,66.28,454,8.2,3722.8,27600326.0
17,22,0,4,1,0,11.94,68.75,450,9.1,4095.0,30412136.0
13,23,0,3,12,0,13.45,64.17,484,8.8,4259.2,31732694.0
10,22,1,12,1,0,13.75,59.3,575,9.3,5347.5,35841900.0
7,20,0,3,7,0,13.87,58.53,286,7.7,2202.2,15921202.0
16,22,0,19,1,0,13.97,57.26,614,7.9,4850.6,35841900.0
9,22,3,6,7,0,13.95,57.5,589,8.8,5183.2,35841900.0
22,23,1,21,1,0,14.15,56.56,444,9.3,4129.2,30675650.0
7,19,2,9,1,0,14.26,55.93,526,8.9,4681.4,34915964.0
16,23,0,18,1,0,14.36,55.36,600,7.9,4740.0,35343550.0
19,22,0,18,1,0,14.42,55.63,637,7.4,4713.8,35394496.0
19,23,1,8,1,0,14.53,55.86,575,8.7,5002.5,35841900.0
7,20,3,11,1,0,14.82,55.43,506,8.3,4199.8,31073104.0
15,23,3,9,1,0,15.03,54.92,425,9.1,3867.5,28736272.0
22,22,2,13,1,0,15.2,53.96,472,8.3,3917.6,28832616.0
7,23,0,18,7,0,15.2,54.09,583,7.7,4489.1,33396370.0
23,22,0,20,1,0,15.41,54.19,575,7.9,4542.5,33710148.0
8,21,3,18,7,0,15.57,52.89,566,7.9,4471.4,33149740.0
15,22,0,22,12,0,15.58,53.16,562,8.2,4608.4,34370796.0
18,23,0,16,1,0,15.68,52.65,674,8.2,5526.8,35841900.0
9,18,3,5,1,0,16.04,53.16,434,8.3,3602.2,26798274.0
18,22,1,15,1,0,16.28,51.65,534,8.3,4432.2,32776648.0
8,19,2,7,1,0,16.32,52.15,510,9.1,4641.0,34676604.0
22,22,1,3,1,0,16.5,51.82,517,7.4,3825.8,28286336.0
19,23,2,10,1,0,16.47,52.49,485,8.3,4025.5,29601530.0
11,23,3,4,1,0,16.46,52.39,420,7.4,3108.0,23044690.0
18,23,1,16,12,0,16.58,53.12,724,8.8,6371.2,35841900.0
9,22,0,3,1,0,16.68,53.06,201,8.1,1628.1,11729686.0
16,22,0,22,1,0,16.67,53.66,672,8.4,5644.8,35841900.0
20,22,2,15,1,0,16.27,56.09,642,8.4,5392.8,35841900.0
7,20,1,15,1,0,16.48,56.19,532,8.5,4522.0,33528644.0
5,23,2,7,1,0,16.43,56.76,356,8.1,2883.6,21413500.0
20,23,0,12,1,0,16.78,56.19,363,8.2,2976.6,21967406.0
9,21,2,22,1,0,16.64,56.26,557,8.9,4957.3,35841900.0
22,22,2,6,12,0,16.69,56.26,505,7.8,3939.0,29266892.0
13,22,1,20,12,0,16.32,57.43,627,7.7,4827.9,35841900.0
8,23,0,10,1,0,15.94,58.96,476,7.4,3522.4,26021728.0
20,23,1,5,12,0,15.86,59.43,609,9.2,5602.8,35841900.0
7,21,0,16,1,0,15.89,59.93,340,8.3,2822.0,20922830.0
20,23,2,7,12,0,15.81,60.0,639,7.7,4920.3,35841900.0
9,19,2,4,7,0,16.05,59.7,516,9.3,4798.8,35818564.0
12,22,3,11,1,0,16.21,59.33,604,9.3,5617.2,35841900.0
13,22,3,19,1,0,16.37,58.63,719,7.4,5320.6,35841900.0
21,22,2,5,1,0,16.48,58.43,474,8.3,3934.2,28987836.0
14,23,0,5,1,0,16.69,58.33,335,8.5,2847.5,21126628.0
10,22,0,11,1,0,16.52,58.33,531,7.6,4035.6,29756852.0
19,23,3,3,1,0,16.25,58.73,603,9.1,5487.3,35841900.0
16,22,2,21,12,0,16.05,58.96,745,9.1,6779.5,35841900.0
7,17,0,6,1,0,15.94,58.93,155,7.7,1193.5,8778244.0
11,22,2,15,1,0,16.05,58.56,546,8.7,4750.2,35332340.0
7,20,2,6,7,0,16.16,58.19,336,8.2,2755.2,20657534.0
15,23,0,16,1,0,15.95,59.36,432,8.8,3801.6,27958540.0
9,23,1,17,1,0,15.8,60.02,425,8.9,3782.5,27907600.0
16,22,1,10,12,0,15.82,59.62,691,8.8,6080.8,35841900.0
15,23,0,12,1,0,15.75,59.29,427,7.7,3287.9,24159770.0
13,22,3,9,12,0,15.72,59.49,668,7.4,4943.2,35841900.0
15,22,1,13,1,0,15.84,58.56,505,8.1,4090.5,30096470.0
8,21,0,17,7,0,15.65,60.02,535,7.6,4066.0,30123694.0
19,23,0,13,1,0,15.57,60.36,486,8.3,4033.8,29604268.0
20,23,2,4,1,0,15.58,59.85,642,8.8,5649.6,35841900.0
5,22,0,3,1,0,15.52,60.52,210,8.1,1701.0,12127972.0
17,23,1,20,1,0,15.53,60.69,660,8.3,5478.0,35841900.0
15,22,2,14,1,0,15.65,61.22,419,8.2,3435.8,25330324.0
11,22,2,14,12,0,15.53,61.96,504,8.2,4132.8,30661806.0
21,23,1,10,1,0,15.46,62.29,427,8.9,3800.3,28040902.0
9,21,2,22,1,0,15.49,62.36,490,9.1,4459.0,33128750.0
13,23,0,16,1,0,15.45,62.92,414,7.8,3229.2,23723378.0
10,18,0,14,1,0,15.25,64.99,445,8.8,3916.0,28941776.0
7,20,0,9,1,0,15.15,65.26,325,9.3,3022.5,22710254.0
21,22,1,5,1,0,15.25,64.99,364,8.5,3094.0,22922298.0
21,22,0,10,1,0,15.29,64.72,555,8.1,4495.5,33306876.0
19,22,0,12,1,0,15.24,64.82,393,8.1,3183.3,23400648.0
14,22,1,10,1,0,15.37,64.39,408,8.3,3386.4,24957592.0
12,23,1,14,1,0,15.49,63.29,547,7.6,4157.2,30679930.0
17,23,1,22,12,0,15.41,63.52,707,8.1,5726.7,35841900.0
17,22,1,16,1,0,15.39,63.49,499,9.3,4640.7,34789750.0
19,22,3,3,12,0,15.4,63.15,709,8.7,6168.3,35841900.0
19,22,1,12,1,0,15.47,62.75,547,9.1,4977.7,35841900.0
15,23,0,16,1,0,15.37,63.25,649,7.4,4802.6,35828656.0
8,17,2,21,1,0,15.33,63.48,368,7.9,2907.2,21582724.0
7,17,2,14,1,0,15.29,63.95,498,7.6,3784.8,28065728.0
6,17,0,20,1,0,15.34,63.32,293,9.1,2666.3,20114036.0
16,22,1,18,1,0,15.26,63.62,513,9.2,4719.6,35335210.0
5,22,2,15,1,0,15.32,63.25,377,9.2,3468.4,25906884.0
7,18,0,14,1,0,15.25,64.02,426,8.2,3493.2,25770082.0
13,23,3,8,1,0,15.15,64.65,441,8.4,3704.4,27348556.0
22,22,1,4,12,0,15.16,65.25,481,7.6,3655.6,27171370.0
6,23,0,5,7,0,15.09,66.62,291,8.2,2386.2,17666788.0
18,23,2,13,1,0,15.15,66.32,440,8.4,3696.0,27204500.0
14,22,2,8,1,0,15.11,66.29,432,7.7,3326.4,24557038.0
23,23,3,18,1,0,15.07,66.36,781,9.2,7185.2,35841900.0
9,18,3,3,1,0,15.03,66.26,451,8.3,3743.3,27754048.0
7,20,1,10,7,0,14.93,66.29,463,8.5,3935.5,29200092.0
7,17,0,13,7,0,14.91,66.42,535,8.1,4333.5,32180454.0
5,19,2,9,1,0,15.06,65.65,520,8.7,4524.0,33579416.0
16,23,2,7,1,0,15.23,64.55,430,8.2,3526.0,26007930.0
18,23,0,8,1,0,15.25,64.05,486,7.9,3839.4,28208180.0
19,22,3,20,1,0,15.15,64.99,627,8.5,5329.5,35841900.0
12,22,1,11,1,0,15.28,64.72,422,9.2,3882.4,28804876.0
9,19,0,17,1,0,15.54,62.65,352,8.7,3062.4,22767026.0
19,22,0,6,12,0,15.48,62.72,436,7.4,3226.4,24010830.0
7,23,2,5,7,0,15.34,63.05,574,7.8,4477.2,33224182.0
17,23,2,4,1,0,15.37,62.88,372,8.9,3310.8,24635778.0
10,21,2,5,1,0,15.37,62.62,330,9.2,3036.0,22896356.0
7,17,3,21,1,0,15.36,62.55,650,9.3,6045.0,35841900.0
19,22,0,10,1,0,15.44,62.82,353,7.4,2612.2,19055734.0
7,19,3,22,1,0,15.38,64.62,457,8.4,3838.8,28378128.0
17,22,0,17,1,0,15.32,65.52,377,8.4,3166.8,23360128.0
16,23,3,18,12,0,15.35,65.35,779,7.4,5764.6,35841900.0
7,18,1,15,7,0,15.47,63.89,482,7.6,3663.2,27235082.0
5,20,0,18,1,0,15.66,61.98,426,7.6,3237.6,23892658.0
7,17,1,9,1,0,15.52,62.42,195,7.6,1482.0,10555806.0
